dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left09_poses.npz,bend_left09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[440, 156]","[440, 3]",[16],"[440, 8]",440,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left10_poses.npz,bend_left10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[386, 156]","[386, 3]",[16],"[386, 8]",386,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right01_poses.npz,bend_right01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[351, 156]","[351, 3]",[16],"[351, 8]",351,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right02_poses.npz,bend_right02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[436, 156]","[436, 3]",[16],"[436, 8]",436,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right03_poses.npz,bend_right03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[375, 156]","[375, 3]",[16],"[375, 8]",375,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right04_poses.npz,bend_right04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[448, 156]","[448, 3]",[16],"[448, 8]",448,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right05_poses.npz,bend_right05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[393, 156]","[393, 3]",[16],"[393, 8]",393,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right06_poses.npz,bend_right06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[429, 156]","[429, 3]",[16],"[429, 8]",429,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right07_poses.npz,bend_right07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[349, 156]","[349, 3]",[16],"[349, 8]",349,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right08_poses.npz,bend_right08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[359, 156]","[359, 3]",[16],"[359, 8]",359,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right09_poses.npz,bend_right09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[370, 156]","[370, 3]",[16],"[370, 8]",370,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_right10_poses.npz,bend_right10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[350, 156]","[350, 3]",[16],"[350, 8]",350,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam01_poses.npz,go_over_beam01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[695, 156]","[695, 3]",[16],"[695, 8]",695,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam02_poses.npz,go_over_beam02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[633, 156]","[633, 3]",[16],"[633, 8]",633,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam03_poses.npz,go_over_beam03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[630, 156]","[630, 3]",[16],"[630, 8]",630,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam04_poses.npz,go_over_beam04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[577, 156]","[577, 3]",[16],"[577, 8]",577,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam05_poses.npz,go_over_beam05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[595, 156]","[595, 3]",[16],"[595, 8]",595,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam06_poses.npz,go_over_beam06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[585, 156]","[585, 3]",[16],"[585, 8]",585,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam07_poses.npz,go_over_beam07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[607, 156]","[607, 3]",[16],"[607, 8]",607,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam08_poses.npz,go_over_beam08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[618, 156]","[618, 3]",[16],"[618, 8]",618,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam09_poses.npz,go_over_beam09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[576, 156]","[576, 3]",[16],"[576, 8]",576,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/go_over_beam10_poses.npz,go_over_beam10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[572, 156]","[572, 3]",[16],"[572, 8]",572,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/run01_poses.npz,run01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[125, 156]","[125, 3]",[16],"[125, 8]",125,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/run02_poses.npz,run02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[143, 156]","[143, 3]",[16],"[143, 8]",143,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/run03_poses.npz,run03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[114, 156]","[114, 3]",[16],"[114, 8]",114,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/run04_poses.npz,run04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[111, 156]","[111, 3]",[16],"[111, 8]",111,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/run05_poses.npz,run05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[131, 156]","[131, 3]",[16],"[131, 8]",131,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap01_poses.npz,step_over_gap01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[396, 156]","[396, 3]",[16],"[396, 8]",396,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap02_poses.npz,step_over_gap02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[439, 156]","[439, 3]",[16],"[439, 8]",439,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap03_poses.npz,step_over_gap03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[502, 156]","[502, 3]",[16],"[502, 8]",502,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap04_poses.npz,step_over_gap04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[433, 156]","[433, 3]",[16],"[433, 8]",433,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap05_poses.npz,step_over_gap05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[464, 156]","[464, 3]",[16],"[464, 8]",464,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap06_poses.npz,step_over_gap06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[416, 156]","[416, 3]",[16],"[416, 8]",416,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap07_poses.npz,step_over_gap07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[459, 156]","[459, 3]",[16],"[459, 8]",459,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap08_poses.npz,step_over_gap08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[456, 156]","[456, 3]",[16],"[456, 8]",456,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap09_poses.npz,step_over_gap09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[477, 156]","[477, 3]",[16],"[477, 8]",477,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/step_over_gap10_poses.npz,step_over_gap10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[462, 156]","[462, 3]",[16],"[462, 8]",462,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left01_poses.npz,turn_left01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[484, 156]","[484, 3]",[16],"[484, 8]",484,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left02_poses.npz,turn_left02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[492, 156]","[492, 3]",[16],"[492, 8]",492,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left03_poses.npz,turn_left03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[517, 156]","[517, 3]",[16],"[517, 8]",517,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left04_poses.npz,turn_left04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[523, 156]","[523, 3]",[16],"[523, 8]",523,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left05_poses.npz,turn_left05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[483, 156]","[483, 3]",[16],"[483, 8]",483,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left06_poses.npz,turn_left06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[538, 156]","[538, 3]",[16],"[538, 8]",538,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left07_poses.npz,turn_left07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[513, 156]","[513, 3]",[16],"[513, 8]",513,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left08_poses.npz,turn_left08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[519, 156]","[519, 3]",[16],"[519, 8]",519,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left09_poses.npz,turn_left09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[488, 156]","[488, 3]",[16],"[488, 8]",488,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_left10_poses.npz,turn_left10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[511, 156]","[511, 3]",[16],"[511, 8]",511,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right01_poses.npz,turn_right01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[484, 156]","[484, 3]",[16],"[484, 8]",484,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right02_poses.npz,turn_right02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[547, 156]","[547, 3]",[16],"[547, 8]",547,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right03_poses.npz,turn_right03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[544, 156]","[544, 3]",[16],"[544, 8]",544,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right04_poses.npz,turn_right04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[502, 156]","[502, 3]",[16],"[502, 8]",502,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right05_poses.npz,turn_right05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[475, 156]","[475, 3]",[16],"[475, 8]",475,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right06_poses.npz,turn_right06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[549, 156]","[549, 3]",[16],"[549, 8]",549,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right07_poses.npz,turn_right07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[582, 156]","[582, 3]",[16],"[582, 8]",582,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right08_poses.npz,turn_right08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[599, 156]","[599, 3]",[16],"[599, 8]",599,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right09_poses.npz,turn_right09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[566, 156]","[566, 3]",[16],"[566, 8]",566,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/turn_right10_poses.npz,turn_right10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[596, 156]","[596, 3]",[16],"[596, 8]",596,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast01_poses.npz,walking_fast01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[435, 156]","[435, 3]",[16],"[435, 8]",435,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast02_poses.npz,walking_fast02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[487, 156]","[487, 3]",[16],"[487, 8]",487,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast03_poses.npz,walking_fast03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[407, 156]","[407, 3]",[16],"[407, 8]",407,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast04_poses.npz,walking_fast04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[328, 156]","[328, 3]",[16],"[328, 8]",328,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast05_poses.npz,walking_fast05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[317, 156]","[317, 3]",[16],"[317, 8]",317,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast06_poses.npz,walking_fast06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[456, 156]","[456, 3]",[16],"[456, 8]",456,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast07_poses.npz,walking_fast07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[364, 156]","[364, 3]",[16],"[364, 8]",364,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast08_poses.npz,walking_fast08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[431, 156]","[431, 3]",[16],"[431, 8]",431,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast09_poses.npz,walking_fast09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[501, 156]","[501, 3]",[16],"[501, 8]",501,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_fast10_poses.npz,walking_fast10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[477, 156]","[477, 3]",[16],"[477, 8]",477,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium01_poses.npz,walking_medium01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[456, 156]","[456, 3]",[16],"[456, 8]",456,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium02_poses.npz,walking_medium02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[396, 156]","[396, 3]",[16],"[396, 8]",396,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium03_poses.npz,walking_medium03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[465, 156]","[465, 3]",[16],"[465, 8]",465,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium04_poses.npz,walking_medium04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[442, 156]","[442, 3]",[16],"[442, 8]",442,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium05_poses.npz,walking_medium05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[440, 156]","[440, 3]",[16],"[440, 8]",440,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium06_poses.npz,walking_medium06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[517, 156]","[517, 3]",[16],"[517, 8]",517,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium07_poses.npz,walking_medium07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[364, 156]","[364, 3]",[16],"[364, 8]",364,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium08_poses.npz,walking_medium08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[462, 156]","[462, 3]",[16],"[462, 8]",462,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium09_poses.npz,walking_medium09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[460, 156]","[460, 3]",[16],"[460, 8]",460,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_medium10_poses.npz,walking_medium10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[451, 156]","[451, 3]",[16],"[451, 8]",451,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run01_poses.npz,walking_run01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[416, 156]","[416, 3]",[16],"[416, 8]",416,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run02_poses.npz,walking_run02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[454, 156]","[454, 3]",[16],"[454, 8]",454,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run03_poses.npz,walking_run03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[348, 156]","[348, 3]",[16],"[348, 8]",348,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run04_poses.npz,walking_run04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[401, 156]","[401, 3]",[16],"[401, 8]",401,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run05_poses.npz,walking_run05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[401, 156]","[401, 3]",[16],"[401, 8]",401,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run06_poses.npz,walking_run06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[340, 156]","[340, 3]",[16],"[340, 8]",340,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run07_poses.npz,walking_run07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[448, 156]","[448, 3]",[16],"[448, 8]",448,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run08_poses.npz,walking_run08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[344, 156]","[344, 3]",[16],"[344, 8]",344,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run09_poses.npz,walking_run09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[400, 156]","[400, 3]",[16],"[400, 8]",400,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_run10_poses.npz,walking_run10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[396, 156]","[396, 3]",[16],"[396, 8]",396,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_slow03_poses.npz,walking_slow03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[635, 156]","[635, 3]",[16],"[635, 8]",635,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_slow04_poses.npz,walking_slow04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[663, 156]","[663, 3]",[16],"[663, 8]",663,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_slow05_poses.npz,walking_slow05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[653, 156]","[653, 3]",[16],"[653, 8]",653,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_slow06_poses.npz,walking_slow06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[616, 156]","[616, 3]",[16],"[616, 8]",616,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/walking_slow07_poses.npz,walking_slow07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[598, 156]","[598, 3]",[16],"[598, 8]",598,156,100.0,male
